TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1588320377994;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;20849616108;8350000000;0;0;2;3000000;20852616108;99.986;83.704
1588321107071;1;1;item;1.0;1;ALL#SCHEDULERS;3434085;0;0;0;0;0;3434085;100.0;1.029
1588321107071;1;1;item;1.0;1;ALL#worker#0;4453379752;3320000000;0;0;2;2000000;4455379752;99.955;38.995
1588321107071;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop;2623440;0;0;0;0;0;2623440;100.0;1.022
1588321107071;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4453275108;3320000000;0;0;2;2000000;4455275108;99.955;38.994
1588327119082;1;1;item;20.0;1;ALL#SCHEDULERS;204130961;30000000;0;0;0;0;204130961;100.0;1.004
1588327119082;1;1;item;20.0;1;ALL#worker#0;4706810091212;267920000000;0;0;2;1000000;4706811091212;100.0;99.68
1588327119082;1;1;item;20.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop;155800080;30000000;0;0;0;0;155800080;100.0;1.003
1588327119082;1;1;item;20.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4706809863050;267920000000;0;0;2;1000000;4706810863050;100.0;99.68
1589512436952;1;1;item;100.0;1;ALL#SCHEDULERS;6406445;0;0;0;0;0;6406445;100.0;1.001
1589512436952;1;1;item;100.0;1;ALL#worker#0;621365147282;519200000000;0;0;2;0;621365147282;100.0;99.498
1589512436952;1;1;item;100.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop;5177764;0;0;0;0;0;5177764;100.0;1.001
1589512436952;1;1;item;100.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;621365013721;519200000000;0;0;2;0;621365013721;100.0;99.498
1589599771251;1;1;item;100.0;1;ALL#SCHEDULERS;5469778;0;0;0;0;0;5469778;100.0;1.003
1589599771251;1;1;item;100.0;1;ALL#worker#0;177924925278;161810000000;0;0;2;1000000;177925925278;99.999;100.106
1589599771251;1;1;item;100.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table;4340365;0;0;0;0;0;4340365;100.0;1.002
1589599771251;1;1;item;100.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;177924788648;161810000000;0;0;2;1000000;177925788648;99.999;100.106
1589939021705;1;1;item;1.0;1;ALL#SCHEDULERS;9048898;0;0;0;0;0;9048898;100.0;13.568
1589939021705;1;1;item;1.0;1;ALL#worker#0;46068616;40000000;0;0;2;0;46068616;100.0;64.984
1589939021705;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#test;8066294;0;0;0;0;0;8066294;100.0;12.203
1589939021705;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;45946418;40000000;0;0;2;0;45946418;100.0;64.814
1589939209243;1;1;item;1.0;1;ALL#SCHEDULERS;8542797;0;0;0;0;0;8542797;100.0;43.714
1589939209243;1;1;item;1.0;1;ALL#worker#0;3827478;0;0;0;2;0;3827478;100.0;20.137
1589939209243;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#test;7717953;0;0;0;0;0;7717953;100.0;39.59
1589939209243;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;3732477;0;0;0;2;0;3732477;100.0;19.662
1589939264879;1;1;item;1.0;1;ALL#SCHEDULERS;7620112;0;0;0;0;0;7620112;100.0;1.111
1589939264879;1;1;item;1.0;1;ALL#worker#0;6521624229;5380000000;0;0;2;1000000;6522624229;99.985;96.109
1589939264879;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#test;6406180;0;0;0;0;0;6406180;100.0;1.093
1589939264879;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;6521468368;5380000000;0;0;2;1000000;6522468368;99.985;96.107
1589939323693;1;1;item;1.0;1;ALL#SCHEDULERS;5978755;0;0;0;0;0;5978755;100.0;1.078
1589939323693;1;1;item;1.0;1;ALL#worker#0;7012911815;5750000000;0;0;2;1000000;7013911815;99.986;91.982
1589939323693;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#test;4993277;0;0;0;0;0;4993277;100.0;1.065
1589939323693;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;7012745615;5750000000;0;0;2;1000000;7013745615;99.986;91.98
1589941815107;1;1;item;1024.0;1;ALL#SCHEDULERS;5657016;0;0;0;0;0;5657016;100.0;1.0
1589941815107;1;1;item;1024.0;1;ALL#worker#0;2163629934675;1989420000000;0;0;2;1000000;2163630934675;100.0;100.182
1589941815107;1;1;item;1024.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table;4606447;0;0;0;0;0;4606447;100.0;1.0
1589941815107;1;1;item;1024.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2163629801590;1989420000000;0;0;2;1000000;2163630801590;100.0;100.182
1591274643981;1;1;item;2.0;1;ALL#SCHEDULERS;7129967;0;0;0;0;0;7129967;100.0;1.15
1591274643981;1;1;item;2.0;1;ALL#worker#0;4695309685;4220000000;0;0;2;1000000;4696309685;99.979;100.078
1591274643981;1;1;item;2.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table_2g;6014977;0;0;0;0;0;6014977;100.0;1.127
1591274643981;1;1;item;2.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4695148479;4220000000;0;0;2;1000000;4696148479;99.979;100.075
1601062089724;1;1;item;102400.0;1;ALL#SCHEDULERS;6772101;0;0;0;0;0;6772101;100.0;1.0
1601062089724;1;1;item;102400.0;1;ALL#worker#0;215793699685221;196757090000000;2;0;2;738000000;215794437685221;100.0;100.152
1601062089724;1;1;item;102400.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table_10t;5394198;0;0;0;0;0;5394198;100.0;1.0
1601062089724;1;1;item;102400.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;215793699563472;196757090000000;2;0;2;738000000;215794437563472;100.0;100.152
1601631790059;1;1;item;10240.0;1;ALL#SCHEDULERS;9357893;0;0;0;0;0;9357893;100.0;1.0
1601631790059;1;1;item;10240.0;1;ALL#worker#0;21334698812592;19481460000000;0;0;2;1000000;21334699812592;100.0;100.094
1601631790059;1;1;item;10240.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table_10t;7771070;0;0;0;0;0;7771070;100.0;1.0
1601631790059;1;1;item;10240.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;21334698705170;19481460000000;0;0;2;1000000;21334699705170;100.0;100.094
1625897716484;1;1;item;1.0;1;ALL#SCHEDULERS;3721681;0;0;0;0;0;3721681;100.0;1.011
1625897716484;1;1;item;1.0;1;ALL#worker#0;3041064927;2260000000;0;0;2;1000000;3042064927;99.967;9.807
1625897716484;1;1;item;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#websales_home_myshop_fact_table_10t;2906985;0;0;0;0;0;2906985;100.0;1.008
1625897716484;1;1;item;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;3040927261;2260000000;0;0;2;1000000;3041927261;99.967;9.806
