TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;195313;0;0;0;0;0;195313;99.999;1.051
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2791072;0;0;0;0;0;2791072;100.0;1.727
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;192084;0;0;0;0;0;192084;99.999;1.05
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;256498;0;0;0;0;0;256498;100.0;1.067
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;210652;0;0;0;0;0;210652;100.0;1.055
1646388677731;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;357998145;310000000;0;0;10;10000000;367998145;97.283;94.229
1646388897024;1;1;multitable;1.0;1;ALL#SCHEDULERS;4728308;0;0;0;0;0;4728308;100.0;2.173
1646388897024;1;1;multitable;1.0;1;ALL#worker#0;378984881;320000000;0;0;10;10000000;388984881;97.429;95.041
1646388897024;1;1;multitable;1.0;1;All#PausedThread;8414823;0;0;0;0;0;8414823;100.0;3.088
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;224610;0;0;0;0;0;224610;100.0;1.056
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2655881;0;0;0;0;0;2655881;100.0;1.659
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;198953;0;0;0;0;0;198953;99.999;1.049
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;217861;0;0;0;0;0;217861;100.0;1.054
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;184452;0;0;0;0;0;184452;99.999;1.046
1646388897024;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;378874753;320000000;0;0;10;10000000;388874753;97.428;95.014
1646389040295;1;1;multitable;1.0;1;ALL#SCHEDULERS;5021738;0;0;0;0;0;5021738;100.0;2.106
1646389040295;1;1;multitable;1.0;1;ALL#worker#0;427693814;330000000;0;0;10;11000000;438693814;97.493;95.206
1646389040295;1;1;multitable;1.0;1;All#PausedThread;9477310;0;0;0;0;0;9477310;100.0;3.088
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;190682;0;0;0;0;0;190682;99.999;1.042
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2886839;0;0;0;0;0;2886839;100.0;1.636
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;244747;0;0;0;0;0;244747;100.0;1.054
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;182890;0;0;0;0;0;182890;99.999;1.04
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;234445;0;0;0;0;0;234445;100.0;1.052
1646389040295;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;427578476;330000000;0;0;10;11000000;438578476;97.492;95.18
1646389425805;1;1;multitable;1.0;1;ALL#SCHEDULERS;4732911;0;0;0;0;0;4732911;100.0;1.833
1646389425805;1;1;multitable;1.0;1;ALL#worker#0;542782326;430000000;0;0;10;12000000;554782326;97.837;96.56
1646389425805;1;1;multitable;1.0;1;All#PausedThread;10346236;0;0;0;0;0;10346236;100.0;2.822
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;196976;0;0;0;0;0;196976;99.999;1.035
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2752755;0;0;0;0;0;2752755;100.0;1.485
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;206849;0;0;0;0;0;206849;100.0;1.036
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;161963;0;0;0;0;0;161963;99.999;1.029
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;198575;0;0;0;0;0;198575;99.999;1.035
1646389425805;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;542656890;430000000;0;0;10;12000000;554656890;97.837;96.538
1646389847431;1;1;multitable;1.0;1;ALL#SCHEDULERS;5093479;0;0;0;0;0;5093479;100.0;1.831
1646389847431;1;1;multitable;1.0;1;ALL#worker#0;585186859;440000000;0;0;10;14000000;599186859;97.663;96.463
1646389847431;1;1;multitable;1.0;1;All#PausedThread;11793304;0;0;0;0;0;11793304;100.0;2.924
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;224473;0;0;0;0;0;224473;100.0;1.037
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2863864;0;0;0;0;0;2863864;100.0;1.467
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;329181;0;0;0;0;0;329181;100.0;1.054
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;179130;0;0;0;0;0;179130;99.999;1.029
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;194076;0;0;0;0;0;194076;99.999;1.032
1646389847431;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;585073687;440000000;0;0;10;14000000;599073687;97.663;96.444
1646389999398;1;1;multitable;1.0;1;ALL#SCHEDULERS;5033556;0;0;0;0;0;5033556;100.0;1.778
1646389999398;1;1;multitable;1.0;1;ALL#worker#0;618386644;500000000;0;0;10;14000000;632386644;97.786;96.578
1646389999398;1;1;multitable;1.0;1;All#PausedThread;12378428;0;0;0;0;0;12378428;100.0;2.913
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;164583;0;0;0;0;0;164583;99.999;1.025
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2871931;0;0;0;0;0;2871931;100.0;1.444
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;321355;0;0;0;0;0;321355;100.0;1.05
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;195132;0;0;0;0;0;195132;99.999;1.03
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;156086;0;0;0;0;0;156086;99.999;1.024
1646389999398;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;618301190;500000000;0;0;10;14000000;632301190;97.786;96.564
1646390156542;1;1;multitable;1.0;1;ALL#SCHEDULERS;4799927;0;0;0;0;0;4799927;100.0;1.557
1646390156542;1;1;multitable;1.0;1;ALL#worker#0;830247040;610000000;0;0;10;14000000;844247040;98.342;97.316
1646390156542;1;1;multitable;1.0;1;All#PausedThread;12417002;0;0;0;0;0;12417002;100.0;2.44
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;247480;0;0;0;0;0;247480;100.0;1.029
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2706289;0;0;0;0;0;2706289;100.0;1.314
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;255870;0;0;0;0;0;255870;100.0;1.03
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;159787;0;0;0;0;0;159787;99.999;1.019
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;187221;0;0;0;0;0;187221;99.999;1.022
1646390156542;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;830159358;610000000;0;0;10;14000000;844159358;98.342;97.306
1646390405674;1;1;multitable;1.0;1;ALL#SCHEDULERS;5629500;0;0;0;0;0;5629500;100.0;1.307
1646390405674;1;1;multitable;1.0;1;ALL#worker#0;1800127370;1580000000;0;0;10;17000000;1817127370;99.064;99.314
1646390405674;1;1;multitable;1.0;1;All#PausedThread;15078818;0;0;0;0;0;15078818;100.0;1.824
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;235817;0;0;0;0;0;235817;100.0;1.013
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;3066780;0;0;0;0;0;3066780;100.0;1.167
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;312179;0;0;0;0;0;312179;100.0;1.017
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;323381;0;0;0;0;0;323381;100.0;1.018
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;274774;0;0;0;0;0;274774;100.0;1.015
1646390405674;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1800015470;1580000000;0;0;10;17000000;1817015470;99.064;99.308
1646392122870;1;1;multitable;1.0;1;ALL#SCHEDULERS;5645151;0;0;0;0;0;5645151;100.0;1.294
1646392122870;1;1;multitable;1.0;1;ALL#worker#0;1885229306;1610000000;0;0;12;20000000;1905229306;98.95;99.189
1646392122870;1;1;multitable;1.0;1;All#PausedThread;17767648;0;0;0;0;0;17767648;100.0;1.925
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;230105;0;0;0;0;0;230105;100.0;1.012
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;3082050;0;0;0;0;0;3082050;100.0;1.161
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;172983;0;0;0;0;0;172983;99.999;1.009
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;298262;0;0;0;0;0;298262;100.0;1.016
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;251050;0;0;0;0;0;251050;100.0;1.013
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;205303;0;0;0;0;0;205303;100.0;1.011
1646392122870;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1885116207;1610000000;0;0;12;20000000;1905116207;98.95;99.183
1646392478292;1;1;multitable;1.0;1;ALL#SCHEDULERS;4989666;0;0;0;0;0;4989666;100.0;1.264
1646392478292;1;1;multitable;1.0;1;ALL#worker#0;1853127759;1660000000;0;0;12;22000000;1875127759;98.827;99.101
1646392478292;1;1;multitable;1.0;1;All#PausedThread;19135307;0;0;0;0;0;19135307;100.0;2.013
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;156781;0;0;0;0;0;156781;99.999;1.008
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2619007;0;0;0;0;0;2619007;100.0;1.139
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;217817;0;0;0;0;0;217817;100.0;1.012
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;311593;0;0;0;0;0;311593;100.0;1.016
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;199464;0;0;0;0;0;199464;99.999;1.011
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;148022;0;0;0;0;0;148022;99.999;1.008
1646392478292;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1853049629;1660000000;0;0;12;22000000;1875049629;98.827;99.097
1646392602191;1;1;multitable;1.0;1;ALL#SCHEDULERS;5324356;0;0;0;0;0;5324356;100.0;1.274
1646392602191;1;1;multitable;1.0;1;ALL#worker#0;1906246714;1710000000;0;0;14;23000000;1929246714;98.808;98.957
1646392602191;1;1;multitable;1.0;1;All#PausedThread;20806133;0;0;0;0;0;20806133;100.0;2.069
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;151130;0;0;0;0;0;151130;99.999;1.008
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;155479;0;0;0;0;0;155479;99.999;1.008
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2885676;0;0;0;0;0;2885676;100.0;1.148
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;150338;0;0;0;0;0;150338;99.999;1.008
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;232652;0;0;0;0;0;232652;100.0;1.012
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;181126;0;0;0;0;0;181126;99.999;1.009
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;140036;0;0;0;0;0;140036;99.999;1.007
1646392602191;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1906149653;1710000000;0;0;14;23000000;1929149653;98.808;98.952
1646396175007;1;1;multitable;1.0;1;ALL#SCHEDULERS;5278315;0;0;0;0;0;5278315;100.0;1.247
1646396175007;1;1;multitable;1.0;1;ALL#worker#0;2094650950;1800000000;0;0;14;26000000;2120650950;98.774;99.156
1646396175007;1;1;multitable;1.0;1;All#PausedThread;22396593;0;0;0;0;0;22396593;100.0;2.05
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;172377;0;0;0;0;0;172377;99.999;1.008
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;198627;0;0;0;0;0;198627;99.999;1.009
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2578995;0;0;0;0;0;2578995;100.0;1.121
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;138230;0;0;0;0;0;138230;99.999;1.006
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;287268;0;0;0;0;0;287268;100.0;1.013
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;202094;0;0;0;0;0;202094;100.0;1.009
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;267651;0;0;0;0;0;267651;100.0;1.013
1646396175007;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2094557633;1800000000;0;0;14;26000000;2120557633;98.774;99.152
1646399687440;1;1;multitable;1.0;1;ALL#SCHEDULERS;5922981;0;0;0;0;0;5922981;100.0;1.259
1646399687440;1;1;multitable;1.0;1;ALL#worker#0;2249561640;1950000000;0;0;14;26000000;2275561640;98.857;99.277
1646399687440;1;1;multitable;1.0;1;All#PausedThread;23095379;0;0;0;0;0;23095379;100.0;2.009
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;216441;0;0;0;0;0;216441;100.0;1.009
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;165039;0;0;0;0;0;165039;99.999;1.007
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;3028662;0;0;0;0;0;3028662;100.0;1.132
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;156926;0;0;0;0;0;156926;99.999;1.007
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;321623;0;0;0;0;0;321623;100.0;1.014
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;204522;0;0;0;0;0;204522;100.0;1.009
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;275314;0;0;0;0;0;275314;100.0;1.012
1646399687440;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2249476208;1950000000;0;0;14;26000000;2275476208;98.857;99.273
1646400016115;1;1;multitable;1.0;1;ALL#SCHEDULERS;5567696;0;0;0;0;0;5567696;100.0;1.235
1646400016115;1;1;multitable;1.0;1;ALL#worker#0;2322292231;1990000000;0;0;14;29000000;2351292231;98.767;99.153
1646400016115;1;1;multitable;1.0;1;All#PausedThread;25035022;0;0;0;0;0;25035022;100.0;2.058
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;349001;0;0;0;0;0;349001;100.0;1.015
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;261439;0;0;0;0;0;261439;100.0;1.011
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2618426;0;0;0;0;0;2618426;100.0;1.111
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;145370;0;0;0;0;0;145370;99.999;1.006
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;233850;0;0;0;0;0;233850;100.0;1.01
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;332122;0;0;0;0;0;332122;100.0;1.014
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;218429;0;0;0;0;0;218429;100.0;1.009
1646400016115;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2322189656;1990000000;0;0;14;29000000;2351189656;98.767;99.148
1646400933276;1;1;multitable;1.0;1;ALL#SCHEDULERS;5722661;0;0;0;0;0;5722661;100.0;1.219
1646400933276;1;1;multitable;1.0;1;ALL#worker#0;2566176276;2140000000;0;0;14;26000000;2592176276;98.997;99.283
1646400933276;1;1;multitable;1.0;1;All#PausedThread;23531538;0;0;0;0;0;23531538;100.0;1.901
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;362982;0;0;0;0;0;362982;100.0;1.014
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;215481;0;0;0;0;0;215481;100.0;1.008
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2732680;0;0;0;0;0;2732680;100.0;1.105
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;173430;0;0;0;0;0;173430;99.999;1.007
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;285297;0;0;0;0;0;285297;100.0;1.011
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;249827;0;0;0;0;0;249827;100.0;1.01
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;198265;0;0;0;0;0;198265;99.999;1.008
1646400933276;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2566082732;2140000000;0;0;14;26000000;2592082732;98.997;99.28
1646401165110;1;1;multitable;1.0;1;ALL#SCHEDULERS;5821633;0;0;0;0;0;5821633;100.0;1.199
1646401165110;1;1;multitable;1.0;1;ALL#worker#0;2869699242;2490000000;0;0;14;37000000;2906699242;98.727;99.21
1646401165110;1;1;multitable;1.0;1;All#PausedThread;30671722;0;0;0;0;0;30671722;100.0;2.05
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;447267;0;0;0;0;0;447267;100.0;1.015
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;220922;0;0;0;0;0;220922;100.0;1.008
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;2728822;0;0;0;0;0;2728822;100.0;1.093
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;158666;0;0;0;0;0;158666;99.999;1.005
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;284678;0;0;0;0;0;284678;100.0;1.01
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_returns;194088;0;0;0;0;0;194088;99.999;1.007
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#web_sales;265887;0;0;0;0;0;265887;100.0;1.009
1646401165110;1;1;multitable;1.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;2869575992;2490000000;0;0;14;37000000;2906575992;98.727;99.206
1646401704429;1;1;multitable;1.0;1;ALL#SCHEDULERS;5327660;0;0;0;0;0;5327660;100.0;1.133
1646401704429;1;1;multitable;1.0;1;ALL#worker#0;3957403789;3490000000;0;0;14;38000000;3995403789;99.049;99.541
1646401704429;1;1;multitable;1.0;1;All#PausedThread;33902631;0;0;0;0;0;33902631;100.0;1.844
1646401704429;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;277270;0;0;0;0;0;277270;100.0;1.007
1646401704429;1;1;multitable;1.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;206240;0;0;0;0;0;206240;100.0;1.005
