10|原始原素北欧实木组合书架橡木带抽屉置物架环保书房家具简约书柜|2200.00|塑料书柜|{'品牌': '原始原素', '型号': 'DM-SJ1118-胡桃色', '颜色分类': '胡桃色-低(700*320*1240mm)胡桃色-中(700*320*1580mm)胡桃色-高(700*320*1920mm)', '毛重': '120', '可送货/安装': '上海其他北京广州市杭州市深圳市东莞市青岛市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '包装体积': '1.2', '出租车是否可运输': '否', '设计元素': '其他卯榫原木拼接', '款式定位': '经济型'}
11|原始原素实木书架组合落地书柜简约现代客厅家具橡木展示柜置物架|1160.00|实木书柜|{'品牌': '原始原素', '型号': 'glsjhts', '颜色分类': '单列低3格(无门)双列低6格(无门)三列低9格(无门)单列高5格(无门)双列高10格(无门三列高15格(无门)双列低6格(配平板门*3)双列高10格(配平板门*5)三列低9格(配平板门*3)三列高15格(配平板门*5)双列低6格(配栅栏门*3)双列高10格(配栅栏门*5)三列低9格(配栅栏门板*3)三列高15格(配栅栏门*5)双列低6格(配平板门*2+栅栏门*1)双列高10格(配平板门*3+栅栏门*2)三列低9格(配平板门*2+栅栏门*1)三列高15格(配平板门*3+栅栏门*2)DIY搭配门板/装饰盒需咨询客服另拍', '毛重': '100', '可送货/安装': '上海其他北京南京市南昌市哈尔滨市大连市天津广州市成都市杭州市武汉市沈阳市深圳市温州市苏州市西安市贵阳市郑州市重庆金华市长沙市东莞市宁波市福州市青岛市无锡市台州市常州市佛山市厦门市南宁市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '包装体积': '1.4', '出租车是否可运输': '否', '设计元素': '其他卯榫', '款式定位': '经济型'}
12|原始原素全实木书架组合置物架北欧简约书房家具橡木书柜展示柜子|2867.00|实木书柜|{'品牌': '原始原素', '型号': 'NWB-SG111', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '原木色-带门书架(800*350*2000mm)', '毛重': '30', '饰面材质': '其他/other', '是否带柜门': '是', '门数量': '2门', '隔板是否可调节': '可调节', '隔板厚度': '20mm', '是否可定制': '否', '是否带书架': '是', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.8-1米宽', '家具结构': '框架结构', '可送货/安装': '全部城市北京南昌市哈尔滨市大连市沈阳市西安市贵阳市郑州市金华市长沙市常州市成都市东莞市佛山市福州市广州市杭州市南京市南宁市宁波市青岛市上海深圳市苏州市台州市天津温州市无锡市武汉市厦门市重庆', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '组装', '包装体积': '0.6', '是否可预售': '是', '出租车是否可运输': '否', '设计元素': '其他卯榫原木', '款式定位': '经济型'}
13|原始原素北欧全实木书柜简约现代橡木胡桃色书橱架展示柜书房家具|2480.00|实木书柜|{'品牌': '原始原素', '型号': 'NW-SG117-胡桃色', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '胡桃色-单门书柜(470*320*1900mm)胡桃色-两门书柜(820*320*1900mm)胡桃色-两门书柜(1000*320*1900mm)', '毛重': '120', '是否带柜门': '是', '门数量': '2门', '隔板是否可调节': '可调节', '是否可定制': '否', '是否带书架': '否', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.8-1米宽', '家具结构': '框架结构', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '1.2', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木拼接', '款式定位': '经济型', '安装说明详情': '提供安装说明书提供简单安装工具'}
14|原始原素全实木书柜北美进口黑胡桃木书架美式简约环保书房置物架|5978.00|塑料书柜|{'品牌': '原始原素', '型号': 'LSB-SG3505-卢森堡书柜-0.8m(双抽)', '材质': '木', '木质材质': '其他', '风格': '轻奢', '颜色分类': '黑胡桃木-双抽-(850*350*1750mm)', '毛重': '120', '是否带柜门': '是', '门数量': '单门', '隔板是否可调节': '可调节', '是否可定制': '否', '是否带书架': '是', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.8-1米宽', '家具结构': '框架结构', '可送货/安装': '全部城市北京南昌市哈尔滨市大连市沈阳市西安市贵阳市郑州市金华市长沙市常州市成都市东莞市佛山市福州市广州市杭州市南京市南宁市宁波市青岛市上海深圳市苏州市台州市天津温州市无锡市武汉市厦门市重庆', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '1.2', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木', '款式定位': '品质奢华型', '安装说明详情': '提供安装说明书提供简单安装工具'}
15|原始原素实木书架简约落地北欧榉木置物架组合书柜储物格子柜收纳|977.00|实木书柜|{'品牌': '原始原素', '型号': 'ML-SG3012', '材质': '榉木', '颜色分类': '米兰书柜（双列A款）-白色米兰书柜（双列B款）-白色米兰书柜（双列C款）-白色米兰书柜（双列D款）-白色米兰书柜（双列A款）-灰色米兰书柜（双列B款）-灰色米兰书柜（双列C款）-灰色米兰书柜（双列D款）-灰色米兰书柜（单列A款）-白色米兰书柜（单列B款）-白色米兰书柜（单列C款）-白色米兰书柜（单列A款）-灰色米兰书柜（单列B款）-灰色米兰书柜（单列C款）-灰色米兰书柜（三列A款）-白色米兰书柜（三列B款）-白色米兰书柜（三列C款）-白色米兰书柜（三列A款）-灰色米兰书柜（三列B款）-灰色米兰书柜（三列C款）-灰色米兰书柜（转角）', '可送货/安装': '上海其他北京南京市南昌市哈尔滨市大连市天津广州市成都市杭州市武汉市沈阳市深圳市温州市苏州市西安市贵阳市郑州市重庆金华市长沙市东莞市宁波市福州市青岛市无锡市台州市常州市佛山市厦门市南宁市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '包装体积': '0.8', '设计元素': '原木', '安装说明详情': '提供安装说明书提供简单安装工具'}
16|原始原素全实木儿童书架书柜北欧现代简约家用置物架简易收纳柜|1060.00|塑料书柜|{'品牌': '原始原素', '型号': 'AL-SJ4106', '材质': '榉木', '颜色分类': '原木色-0.6米(600*330*902)原木色-0.78米(780*330*902)', '毛重': '50', '可送货/安装': '上海其他北京南京市南昌市哈尔滨市大连市天津广州市成都市杭州市武汉市沈阳市深圳市温州市苏州市西安市贵阳市郑州市重庆金华市长沙市东莞市宁波市福州市青岛市无锡市台州市常州市佛山市厦门市南宁市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '包装体积': '0.5', '安装说明详情': '提供安装说明书提供简单安装工具'}
17|原始原素北欧全实木书架边柜架橡木书房家具简约现代展示架书柜|1878.00|塑料书柜|{'品牌': '原始原素', '型号': 'SLS-SJ1706胡桃色', '颜色分类': '胡桃色-低书架+高柜腿(650*320*1290)胡桃色-高书架+高柜腿(650*320*1660)胡桃色-低书架+低柜腿(650*320*1100)胡桃色-高书架+低柜腿(650*320*1470)', '毛重': '30', '可送货/安装': '上海其他北京南京市南昌市哈尔滨市大连市天津广州市成都市杭州市武汉市沈阳市深圳市温州市苏州市西安市贵阳市郑州市重庆金华市长沙市东莞市宁波市福州市青岛市无锡市台州市常州市佛山市厦门市南宁市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '包装体积': '0.5', '出租车是否可运输': '否', '设计元素': '其他卯榫原木', '款式定位': '经济型'}
18|原始原素北欧全实木玻璃门书柜胡桃色带抽屉书架书橱橡木书房家具|2956.00|塑料书柜|{'品牌': '原始原素', '型号': 'DM-SG1117-胡桃色', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '胡桃色-单门书柜(410*320*1800mm)胡桃色-两门书柜(790*320*1800mm)', '毛重': '120', '是否带柜门': '是', '门数量': '2门', '隔板是否可调节': '可调节', '是否可定制': '否', '是否带书架': '否', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.6-0.8米宽', '家具结构': '框架结构', '可送货/安装': '全部城市', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '1.2', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木拼接', '款式定位': '经济型'}
19|原始原素全实木书柜北欧现代简约书房置物架橡木玻璃门书架展示柜|2750.00|竹质书柜|{'品牌': '原始原素', '型号': 'NWB-SG111胡桃色', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '胡桃色-玻璃门书柜A款(900*350*2000mm)胡桃色-玻璃门书柜B款(900*350*2000mm)胡桃色-0.6米宽三抽书柜(600*350*2000mm)', '毛重': '50', '是否带柜门': '是', '门数量': '2门', '隔板厚度': '其他/other', '是否可定制': '否', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.8-1米宽', '家具结构': '框架结构', '可送货/安装': '全部城市北京南昌市哈尔滨市大连市沈阳市西安市贵阳市郑州市金华市长沙市常州市成都市东莞市佛山市福州市广州市杭州市南京市南宁市宁波市青岛市上海深圳市苏州市台州市天津温州市无锡市武汉市厦门市重庆', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '0.5', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木大师设计', '款式定位': '经济型'}
20|原始原素全实木书柜北欧简约现代书房家具两门组合书架橡木储物柜|3171.00|玻璃书柜|{'品牌': '原始原素', '型号': 'GL-SG2207-原木色', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '原木色-双门书柜*1(692*320*1910mm)胡桃色-双门书柜*1(692*320*1910mm)', '毛重': '50', '是否带柜门': '是', '门数量': '2门', '隔板是否可调节': '可调节', '隔板厚度': '20mm', '是否可定制': '否', '是否带书架': '否', '附加功能': '储藏', '适用对象': '成人', '宽度': '0.6-0.8米宽', '家具结构': '框架结构', '可送货/安装': '全部城市北京南昌市哈尔滨市大连市沈阳市西安市贵阳市郑州市金华市长沙市常州市成都市东莞市佛山市福州市广州市杭州市南京市南宁市宁波市青岛市上海深圳市苏州市台州市天津温州市无锡市武汉市厦门市重庆', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '0.8', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木拼接', '款式定位': '经济型', '安装说明详情': '提供安装说明书'}
21|原始原素全实木书柜简约现代书房家具胡桃色橡木储物柜组合书架|3171.00|实木书柜|{'品牌': '原始原素', '型号': 'GL-SG2207-胡桃色', '材质': '木', '木质材质': '橡木', '风格': '简约现代', '颜色分类': '胡桃色-双门书柜*1(692*320*1910mm)', '毛重': '50', '是否带柜门': '是', '门数量': '2门', '隔板是否可调节': '可调节', '隔板厚度': '20mm', '是否可定制': '否', '是否带书架': '否', '适用对象': '成人', '宽度': '0.6-0.8米宽', '可送货/安装': '全部城市北京南昌市哈尔滨市大连市沈阳市西安市贵阳市郑州市金华市长沙市常州市成都市东莞市佛山市福州市广州市杭州市南京市南宁市宁波市青岛市上海深圳市苏州市台州市天津温州市无锡市武汉市厦门市重庆', '产地': '山东省', '地市': '青岛市', '区县': '城阳区', '是否组装': '整装', '包装体积': '0.8', '是否可预售': '否', '出租车是否可运输': '否', '设计元素': '其他卯榫原木拼接', '款式定位': '经济型', '安装说明详情': '提供安装说明书'}
22|惠达卫浴虹吸式小户型卫生间抽水除臭马桶家用节水陶瓷坐便器6189|869.00|普通马桶|{'品牌': '惠达', '型号': 'HDC6189', '材质': 'PP板', '安装方式': '落地式', '颜色分类': '品质保证（勿拍）缓降快拆版，【瓷体终身质保】升级加热款：加热坐圈快拆+除臭版，免费仓储30天智能版：自动冲水+加热+遥控智能盖板组合款，瓷体终身质保马桶坑距请咨询客服【坑距不确定、等通知发货点我】确定后可按实付金额退差', '最小坑距': '305mm350mm400mm其他/other', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3/6L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
23|惠达卫浴虹吸式小户型卫生间抽水除臭马桶家用节水陶瓷坐便器6189|869.00|电力助动式马桶|{'品牌': '惠达', '型号': 'HDC6189', '材质': 'PP板', '安装方式': '落地式', '颜色分类': '品质保证（勿拍）缓降快拆版，【瓷体终身质保】升级加热款：加热坐圈快拆+除臭版，免费仓储30天智能版：自动冲水+加热+遥控智能盖板组合款，瓷体终身质保马桶坑距请咨询客服【坑距不确定、等通知发货点我】确定后可按实付金额退差', '最小坑距': '305mm350mm400mm其他/other', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3/6L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
24|惠达智能马桶一体机家用全自动马桶坐便器电动马桶一体式AIR系列|2699.00|智能座便器|{'品牌': '惠达', '系列': 'ET31', '材质': '陶瓷', '颜色分类': 'ET3玫瑰金智能版AIR定制款【含2个遥控，支持DIY】加399换购花洒AIR智慧款【不含遥控】加399换购花洒ET61-D（自动翻盖，男士冲水，瓷体终身质保）加399换购花洒', '最小坑距': '305mm400mm', '坐便器冲水方式': '超漩式', '坐便器排水方式': '地排水', '坐便冲水量': '4.8L', '附加功能': '臀部洗净女性洗净座圈加热水温调节水压调节暖风烘干喷嘴自洁自动除臭遥控喷嘴移动清洗即热型', '水效等级': '其他'}
25|惠达卫浴 坐便器马桶家用纤薄盖板大冲力马桶静音陶瓷座便器6218,|1169.00|电力助动式马桶|{'品牌': '惠达', '型号': '6218', '材质': '脲醛树脂', '安装方式': '落地式', '颜色分类': '6218（瓷体终身质保）6219（瓷体终身质保）', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3.0L-4.5L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '1级'}
26|惠达家用马桶全自动坐便器电动一体式智能马桶即热冲水一体机ET3|2999.00|普通马桶|{'品牌': '惠达', '系列': 'ET3', '材质': '陶瓷', '颜色分类': 'ET3-Q智能尊享版（珍珠白，瓷体终身质保）加399换购花洒ET3-Q智能尊享版（玫瑰金，瓷体终身质保）加399换购花洒', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '坐便器冲水方式': '超漩式', '坐便器排水方式': '地排水', '坐便冲水量': '3/4.5L', '是否含遥控': '含', '附加功能': '臀部洗净女性洗净座圈加热喷嘴自洁自动除臭遥控喷嘴移动清洗即热型', '水效等级': '2级'}
27|惠达成人家用大口径抽水马桶脲醛盖板节水陶瓷异形坑距坐便器161Z|1699.00|电力助动式马桶|{'品牌': '惠达', '型号': '161Z', '材质': '脲醛树脂', '安装方式': '落地式', '颜色分类': '多坑距可选马桶', '最小坑距': '220mm305mm350mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3.0L-6.0L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
28|惠达卫浴虹吸式坐便器陶瓷马桶沐浴冷热花洒组合套装6189+269|1369.00|喷射虹吸式马桶|{'品牌': '惠达', '型号': '马桶+花洒1', '材质': '陶瓷', '安装方式': '入墙式', '颜色分类': '6189+269LY6269+269LY', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3/6L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
29|惠达卫浴小户型家用座便器喷射虹吸式节水静音陶瓷坐便器马桶6269|799.00|喷射虹吸式马桶|{'品牌': '惠达', '型号': 'HDC6269', '材质': 'PP板', '安装方式': '落地式', '颜色分类': '缓降快拆版：型号6269（瓷体终身质保）', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3/4.5L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '1级'}
30|惠达虹吸式抽水大冲力马桶普通家用座厕节水陶瓷坐便器HDC6173|1049.00|智能座便器|{'品牌': '惠达', '型号': 'HDC6173', '材质': 'PP板', '安装方式': '落地式', '颜色分类': '高颜值马桶高颜值除臭版马桶(付款后30天内发货)', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3.0L-6.0L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
31|惠达卫浴喷射虹吸式节水静音马桶大尺寸自洁釉座便器6281|1599.00|智能座便器|{'品牌': '惠达', '型号': '6281', '材质': '脲醛树脂', '安装方式': '落地式', '颜色分类': '6281', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3.0L-4.5L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
32|惠达卫浴节水静音喷射虹吸式抽水马桶家用陶瓷防臭坐便器HDC6162|999.00|喷射虹吸式马桶|{'品牌': '惠达', '型号': 'HDC6162', '材质': 'PP板', '安装方式': '落地式', '颜色分类': '6162Z6162+HT1普通马桶', '最小坑距': '305mm400mm', '同城服务': '同城物流送货上门', '承重': '70kg及以上', '坐便器类型': '连体式', '坐便器冲水方式': '喷射虹吸式', '排水方式': '地排水', '坐便冲水量': '3/6L', '冲水按键类型': '上按两端式', '盖板是否缓冲': '缓冲', '水效等级': '2级'}
